gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
CCDC171,626,1344,43.84673309326172,-0.03873369,-1.75892281892407,0.9607046906198725,0.9999999989529912,15917,0,1,0.0014752565,14627,15917,-0.06229257,-0.03360707,0.028810922,Background,-1.75892281892407,0.9607046906198725,0.9999999989529912,0.9607046906198725
NCAPH,665,781,38.898983001708984,-0.03789478,-1.7597957968688505,0.9607787820029657,0.9999999989529912,15918,0,1,0.0014757228,14525,15918,-0.036454502,-0.05857421,0.029393021,Background,-1.7597957968688505,0.9607787820029657,0.9999999989529912,0.9607787820029657
RAP2B,708,183,32.434974670410156,-0.037031125,-1.7599586323442065,0.9607925895855141,0.9999999989529912,15919,0,2,0.0015199062,10421,15919,-0.1019585,5.4842327e-05,0.037763856,Background,-1.7599586323442065,0.9607925895855141,0.9999999989529912,0.9607925895855141
PTPN18,530,498,40.13274383544922,-0.041302986,-1.7607099060029472,0.9608562423734063,0.9999999989529912,15920,0,1,0.0014806445,12862,15920,0.03724839,-0.043999426,-0.064787835,Background,-1.7607099060029472,0.9608562423734063,0.9999999989529912,0.9608562423734063
TMOD2,705,364,34.31220245361328,-0.037127554,-1.761331058469827,0.9609088069004412,0.9999999989529912,15921,0,1,0.0014811544,12631,15921,-0.048215143,-0.054388467,0.038296804,Background,-1.761331058469827,0.9609088069004412,0.9999999989529912,0.9609088069004412
ALKAL1,583,142,37.35710525512695,-0.039860256,-1.761584034748103,0.9609301983406278,0.9999999989529912,15922,0,1,0.001260255,15778,15922,0.0016283221,-0.0007662992,-0.06990201,Background,-1.761584034748103,0.9609301983406278,0.9999999989529912,0.9609301983406278
CMAS,717,447,41.68313980102539,-0.036925998,-1.762341085388373,0.9609941569171974,0.9999999989529912,15923,0,1,0.001486408,10986,15923,-0.11703156,-0.00060524815,0.053679116,Background,-1.762341085388373,0.9609941569171974,0.9999999989529912,0.9609941569171974
RNASE4,650,150,33.73023986816406,-0.038292862,-1.7624592748288965,0.9610041343221917,0.9999999989529912,15924,0,1,0.001482999,11905,15924,-0.03282891,-0.07611083,0.04261456,Background,-1.7624592748288965,0.9610041343221917,0.9999999989529912,0.9610041343221917
TCP11X2,569,580,42.296512603759766,-0.040257964,-1.7626343234481316,0.9610189078899158,0.9999999989529912,15925,0,1,0.0014815165,12479,15925,0.03907646,-0.04402499,-0.0647803,Background,-1.7626343234481316,0.9610189078899158,0.9999999989529912,0.9610189078899158
PRSS12,492,911,41.1270751953125,-0.042583555,-1.763658241183487,0.9611052321453674,0.9999999989529912,15926,0,0,0.001,16697,15926,-0.007200623,-0.03675729,-0.02979897,Background,-1.763658241183487,0.9611052321453674,0.9999999989529912,0.9611052321453674
PAF1,722,563,41.54215240478515,-0.03692295,-1.76559725114593,0.9612682792345609,0.9999999989529912,15927,0,2,0.00168278,9704,15927,-0.12386406,0.00030503236,0.05960661,Background,-1.76559725114593,0.9612682792345609,0.9999999989529912,0.9612682792345609
KSR2,629,968,41.36191177368164,-0.038856313,-1.7657056093250794,0.9612773743835626,0.9999999989529912,15928,0,1,0.0014768431,14234,15928,-0.06400095,-0.034187824,0.03088768,Background,-1.7657056093250794,0.9612773743835626,0.9999999989529912,0.9612773743835626
SMIM32,710,111,14.478628158569336,-0.037188534,-1.7669550447502915,0.9613821213146646,0.9999999989529912,15929,0,1,0.0014821106,12234,15929,-0.10387494,-0.0009614192,0.04042392,Background,-1.7669550447502915,0.9613821213146646,0.9999999989529912,0.9613821213146646
TPD52L2,712,191,41.544700622558594,-0.037150327,-1.7669596910466923,0.961382510407515,0.9999999989529912,15930,0,1,0.0014829092,11933,15930,-0.10657147,-0.0001578267,0.042383052,Background,-1.7669596910466923,0.961382510407515,0.9999999989529912,0.961382510407515
FAM162A,713,156,40.61012268066406,-0.03713583,-1.767124460702546,0.9613963065785669,0.9999999989529912,15931,0,1,0.0014860632,11042,15931,-0.0023614792,-0.11427386,0.052314207,Background,-1.767124460702546,0.9613963065785669,0.9999999989529912,0.9613963065785669
OR4F21,199,330,41.600242614746094,-0.06144599,-1.767323633453557,0.9614129779605828,0.9999999989529912,15932,0,1,0.0010000006,16393,15932,-0.081129655,1.8608689e-09,-0.025297923,Background,-1.767323633453557,0.9614129779605828,0.9999999989529912,0.9614129779605828
MYPOP,621,502,41.244651794433594,-0.039088245,-1.7673263756273765,0.961413207448156,0.9999999989529912,15933,0,1,0.0014759836,14462,15933,-0.063326195,-0.034105234,0.029728603,Background,-1.7673263756273765,0.961413207448156,0.9999999989529912,0.961413207448156
CELF3,706,474,41.80488967895508,-0.037350006,-1.7699652521011655,0.9616335352849208,0.9999999989529912,15934,0,1,0.0014818672,12341,15934,-0.050215002,-0.054338474,0.039861366,Background,-1.7699652521011655,0.9616335352849208,0.9999999989529912,0.9616335352849208
NEK9,708,994,41.78045654296875,-0.037339315,-1.7709649223261477,0.9617167324848639,0.9999999989529912,15935,0,1,0.0014820829,12245,15935,-0.0503603,-0.054672353,0.040359065,Background,-1.7709649223261477,0.9617167324848639,0.9999999989529912,0.9617167324848639
SHE,576,524,41.61229705810547,-0.040399518,-1.7741060187487827,0.9619771922891988,0.9999999989529912,15936,0,1,0.0014642846,15518,15936,-0.027860664,-0.061612718,0.019499362,Background,-1.7741060187487827,0.9619771922891988,0.9999999989529912,0.9619771922891988
GPRIN1,329,1009,40.018184661865234,-0.050200094,-1.774166454116482,0.9619821893818118,0.9999999989529912,15937,0,1,0.0010000013,16132,15937,-0.06208008,-0.024869036,3.7252903e-09,Background,-1.774166454116482,0.9619821893818118,0.9999999989529912,0.9619821893818118
HPCAL4,702,119,25.465757369995117,-0.037558652,-1.7746325541832337,0.9620207108242488,0.9999999989529912,15938,0,1,0.0014805181,12905,15938,-0.049955655,-0.05209504,0.036997214,Background,-1.7746325541832337,0.9620207108242488,0.9999999989529912,0.9620207108242488
STC2,714,325,41.83171844482422,-0.037342962,-1.7752084391780663,0.9620682615994038,0.9999999989529912,15939,0,2,0.0017187571,9541,15939,-0.111793965,0.000380266,0.046733804,Background,-1.7752084391780663,0.9620682615994038,0.9999999989529912,0.9620682615994038
DHDDS,713,342,41.87211608886719,-0.037365314,-1.77532481991615,0.9620778652443301,0.9999999989529912,15940,0,2,0.0018230452,9000,15940,-0.10843788,0.0006053173,0.043113947,Background,-1.77532481991615,0.9620778652443301,0.9999999989529912,0.9620778652443301
EEF1A1,600,470,36.20507049560547,-0.03982679,-1.7755100652033764,0.9620931474442316,0.9999999989529912,15941,0,1,0.0011926949,15865,15941,0.00094057014,-0.0007096324,-0.069212966,Background,-1.7755100652033764,0.9620931474442316,0.9999999989529912,0.9620931474442316
PRKACA,665,351,30.30885887145996,-0.038340382,-1.7756242472825432,0.9621025646316147,0.9999999989529912,15942,0,2,0.0021169998,6200,15942,0.0017069797,0.019971162,-0.08808563,Background,-1.7756242472825432,0.9621025646316147,0.9999999989529912,0.9621025646316147
ATP11C,657,1132,41.40380859375,-0.038524177,-1.7760664307949445,0.9621390157861552,0.9999999989529912,15943,0,1,0.0011736763,15892,15943,0.00079833134,-0.00029172876,-0.06723243,Background,-1.7760664307949445,0.9621390157861552,0.9999999989529912,0.9621390157861552
CSN2,611,317,39.82234954833984,-0.039584935,-1.7764568022142442,0.962171172056266,0.9999999989529912,15944,0,2,0.0015051991,10492,15944,-0.0927699,4.8940536e-05,0.024157843,Background,-1.7764568022142442,0.962171172056266,0.9999999989529912,0.962171172056266
TAS2R38,594,377,42.29484176635742,-0.040022295,-1.7771207576560832,0.9622258132118302,0.9999999989529912,15945,0,2,0.0013251893,15720,15945,0.0005447562,0.0006221221,-0.07048752,Background,-1.7771207576560832,0.9622258132118302,0.9999999989529912,0.9622258132118302
IGHA2,532,351,40.21923065185547,-0.04172492,-1.7774621061105904,0.9622538798853462,0.9999999989529912,15946,0,1,0.0014773535,14086,15946,-0.10297905,-0.0009082565,0.031617634,Background,-1.7774621061105904,0.9622538798853462,0.9999999989529912,0.9622538798853462
FBXW10B,629,612,41.39054489135742,-0.039196517,-1.777731265651758,0.9622759989696296,0.9999999989529912,15947,0,1,0.0014748073,14725,15947,-0.030428926,-0.06573183,0.028270401,Background,-1.777731265651758,0.9622759989696296,0.9999999989529912,0.9622759989696296
FBXO10,708,984,42.541603088378906,-0.037545305,-1.7783213766996837,0.962324456290805,0.9999999989529912,15948,0,1,0.0014819086,12323,15948,-0.0503259,-0.054660466,0.039956003,Background,-1.7783213766996837,0.962324456290805,0.9999999989529912,0.962324456290805
COL28A1,595,1157,41.612510681152344,-0.040069085,-1.779649820235082,0.9624333562884129,0.9999999989529912,15949,0,1,0.0010000006,16323,15949,1.8584628e-09,-0.0002533258,-0.069148354,Background,-1.779649820235082,0.9624333562884129,0.9999999989529912,0.9624333562884129
PCDHA5,265,1003,42.18572998046875,-0.05497415,-1.7803286652855892,0.9624889057350929,0.9999999989529912,15950,0,1,0.0014550331,15595,15950,-0.052448094,0.015178908,-0.05794883,Background,-1.7803286652855892,0.9624889057350929,0.9999999989529912,0.9624889057350929
RAD54L,709,753,41.72953796386719,-0.037624273,-1.7818314952719883,0.9626116427298722,0.9999999989529912,15951,0,1,0.0014822962,12169,15951,-0.051162466,-0.05486811,0.04086342,Background,-1.7818314952719883,0.9626116427298722,0.9999999989529912,0.9626116427298722
CNTNAP2,546,1356,41.41419219970703,-0.041453283,-1.7821978659498212,0.9626415146502053,0.9999999989529912,15952,0,1,0.0014515645,15615,15952,-0.026584167,0.013984464,-0.059199486,Background,-1.7821978659498212,0.9626415146502053,0.9999999989529912,0.9626415146502053
CCL8,443,134,37.72956848144531,-0.04496288,-1.784704995689827,0.9628454099004552,0.9999999989529912,15953,0,0,0.001,16998,15953,-5.5972036e-09,-0.05143775,-0.026440235,Background,-1.784704995689827,0.9628454099004552,0.9999999989529912,0.9628454099004552
THBS2,637,1203,39.8919792175293,-0.03931189,-1.7882863084170073,0.9631350861667584,0.9999999989529912,15954,0,1,0.0014459073,15651,15954,0.012365065,-0.0012156675,-0.07923959,Background,-1.7882863084170073,0.9631350861667584,0.9999999989529912,0.9631350861667584
OR2AJ1,206,347,41.40704345703125,-0.06125668,-1.7889711757397295,0.9631902711156627,0.9999999989529912,15955,0,1,0.0010000003,16558,15955,-0.07496701,9.333105e-10,-0.031132672,Background,-1.7889711757397295,0.9631902711156627,0.9999999989529912,0.9631902711156627
MCOLN2,528,574,41.68463516235352,-0.04220133,-1.7898817610067863,0.9632635392322987,0.9999999989529912,15956,0,0,0.001,16638,15956,-0.008649059,-0.01440271,-0.05004309,Background,-1.7898817610067863,0.9632635392322987,0.9999999989529912,0.9632635392322987
SYN1,645,725,41.539180755615234,-0.03920607,-1.7909074741730913,0.9633459279529109,0.9999999989529912,15957,0,2,0.0012042779,15853,15957,0.0007914584,7.190905e-05,-0.06877027,Background,-1.7909074741730913,0.9633459279529109,0.9999999989529912,0.9633459279529109
PKP3,623,839,40.66325378417969,-0.039721247,-1.7913377628695557,0.9633804451524465,0.9999999989529912,15958,0,1,0.001470258,15328,15958,-0.09156604,-0.00094995415,0.023716789,Background,-1.7913377628695557,0.9633804451524465,0.9999999989529912,0.9633804451524465
DDI2,707,411,41.659210205078125,-0.03800266,-1.7939618746537502,0.9635903728481793,0.9999999989529912,15959,0,1,0.0014812126,12602,15959,-0.05006899,-0.054173518,0.03841998,Background,-1.7939618746537502,0.9635903728481793,0.9999999989529912,0.9635903728481793
NDUFS3,718,278,41.46315383911133,-0.03780084,-1.7942965383600862,0.9636170748313382,0.9999999989529912,15960,0,1,0.0014865642,10960,15960,-0.059050117,-0.060743153,0.054320298,Background,-1.7942965383600862,0.9636170748313382,0.9999999989529912,0.9636170748313382
H2AX,711,143,14.88174533843994,-0.03797056,-1.7955787915444523,0.9637192343109809,0.9999999989529912,15961,0,1,0.0014821782,12213,15961,-0.1060318,-0.00031827588,0.040583137,Background,-1.7955787915444523,0.9637192343109809,0.9999999989529912,0.9637192343109809
OR1N1,257,313,41.62371063232422,-0.056257326,-1.799348218927237,0.9640181924744968,0.9999999989529912,15962,0,1,0.001000001,16195,15962,-0.06706292,2.796297e-09,-0.03037763,Background,-1.799348218927237,0.9640181924744968,0.9999999989529912,0.9640181924744968
CLRN1,711,233,41.58638000488281,-0.038216848,-1.804377537994873,0.96441392905848,0.9999999989529912,15963,0,1,0.0014837801,11608,15963,-0.10660485,-0.004328029,0.04473937,Background,-1.804377537994873,0.96441392905848,0.9999999989529912,0.96441392905848
MRPL9,709,300,41.6371955871582,-0.03825602,-1.8043955640004616,0.9644153410081928,0.9999999989529912,15964,0,1,0.0014821365,12225,15964,-0.05189452,-0.054851823,0.04048496,Background,-1.8043955640004616,0.9644153410081928,0.9999999989529912,0.9644153410081928
REM1,711,300,41.98530578613281,-0.038252234,-1.8056417183117974,0.9645128391190991,0.9999999989529912,15965,0,1,0.0014837804,11607,15965,-0.053668413,-0.0573267,0.044740304,Background,-1.8056417183117974,0.9645128391190991,0.9999999989529912,0.9645128391190991
PNPLA3,607,506,41.88478088378906,-0.040560838,-1.8074299564505345,0.9646523666640484,0.9999999989529912,15966,0,2,0.0017787181,9247,15966,0.0014175018,0.0026635695,-0.0743345,Background,-1.8074299564505345,0.9646523666640484,0.9999999989529912,0.9646523666640484
ADAM32,537,677,41.70187759399414,-0.04244298,-1.807611053761502,0.9646664716845529,0.9999999989529912,15967,0,1,0.0014516164,15614,15967,-0.027384864,0.014001086,-0.06012963,Background,-1.807611053761502,0.9646664716845529,0.9999999989529912,0.9646664716845529
CLNK,636,487,41.29005432128906,-0.039884817,-1.8077545113459366,0.9646776418045991,0.9999999989529912,15968,0,1,0.0014770172,14192,15968,-0.099040814,-0.0011746353,0.031132925,Background,-1.8077545113459366,0.9646776418045991,0.9999999989529912,0.9646776418045991
SLC49A3,604,452,41.5348014831543,-0.04064619,-1.8078408599645615,0.9646843638201211,0.9999999989529912,15969,0,1,0.0013237867,15721,15969,0.002756203,-0.0006875228,-0.07246995,Background,-1.8078408599645615,0.9646843638201211,0.9999999989529912,0.9646843638201211
IFIT3,598,518,40.88935089111328,-0.040829282,-1.8090390554626337,0.9647775319784688,0.9999999989529912,15970,0,2,0.0011779207,15887,15970,0.0003699218,0.00022415211,-0.071312465,Background,-1.8090390554626337,0.9647775319784688,0.9999999989529912,0.9647775319784688
PITX1,711,342,38.19856643676758,-0.03836861,-1.8097993017787715,0.9648365418722191,0.9999999989529912,15971,0,1,0.0014823748,12136,15971,-0.10675552,-0.0007534401,0.041052572,Background,-1.8097993017787715,0.9648365418722191,0.9999999989529912,0.9648365418722191
FUT4,290,565,36.612815856933594,-0.053911895,-1.8100089751276893,0.96485280232279,0.9999999989529912,15972,0,0,0.001,16838,15972,-0.06577196,-0.0002817167,-0.027324468,Background,-1.8100089751276893,0.96485280232279,0.9999999989529912,0.96485280232279
GPRC5A,709,358,40.99688720703125,-0.038417608,-1.810166992654173,0.9648650527176317,0.9999999989529912,15973,0,1,0.0014816243,12441,15973,-7.4487083e-09,-0.10585588,0.039314616,Background,-1.810166992654173,0.9648650527176317,0.9999999989529912,0.9648650527176317
SYT11,707,434,41.863651275634766,-0.038559277,-1.813837781524221,0.9651486480375959,0.9999999989529912,15974,0,1,0.001481159,12630,15974,-0.049875908,-0.05521734,0.038306624,Background,-1.813837781524221,0.9651486480375959,0.9999999989529912,0.9651486480375959
TRIM17,614,518,36.5977783203125,-0.040599614,-1.8147878799058492,0.9652217431547688,0.9999999989529912,15975,0,2,0.0015972322,10096,15975,-0.09521086,0.00019141659,0.024698855,Background,-1.8147878799058492,0.9652217431547688,0.9999999989529912,0.9652217431547688
PTPRCAP,705,248,31.596534729003903,-0.038630985,-1.8150033123174645,0.9652382997691752,0.9999999989529912,15976,0,1,0.0014802552,12999,15976,-0.049404822,-0.053990375,0.036484383,Background,-1.8150033123174645,0.9652382997691752,0.9999999989529912,0.9652382997691752
TBC1D7,713,295,43.6757926940918,-0.03847609,-1.8150171828079011,0.9652393655353576,0.9999999989529912,15977,0,2,0.0024989413,3723,15977,0.0045937398,-0.11624032,0.04500405,Background,-1.8150171828079011,0.9652393655353576,0.9999999989529912,0.9652393655353576
OR4D5,413,321,42.72846984863281,-0.04709576,-1.815143036661214,0.9652490345354915,0.9999999989529912,15978,0,0,0.001,17114,15978,-0.008061957,-0.026414886,-0.047095403,Background,-1.815143036661214,0.9652490345354915,0.9999999989529912,0.9652490345354915
SPOUT1,703,383,40.213905334472656,-0.03868996,-1.81570788020934,0.9652924026935515,0.9999999989529912,15979,0,2,0.0020819015,6590,15979,0.001410858,-0.105591245,0.037167415,Background,-1.81570788020934,0.9652924026935515,0.9999999989529912,0.9652924026935515
MEAF6,703,230,41.31947326660156,-0.038711574,-1.8164793108862543,0.9653515606067117,0.9999999989529912,15980,0,1,0.0014797501,13200,15980,-0.04872482,-0.053862836,0.035537243,Background,-1.8164793108862543,0.9653515606067117,0.9999999989529912,0.9653515606067117
GJD3,651,335,32.2186164855957,-0.03984771,-1.818363478799202,0.9654957017701683,0.9999999989529912,15981,0,1,0.0014723182,15144,15981,-0.093457095,-0.0011546689,0.025593504,Background,-1.818363478799202,0.9654957017701683,0.9999999989529912,0.9654957017701683
TRIM14,622,489,40.691532135009766,-0.040517192,-1.8186153505733698,0.9655149328886748,0.9999999989529912,15982,0,1,0.001311104,15729,15982,0.002470438,-0.0015758271,-0.07107246,Background,-1.8186153505733698,0.9655149328886748,0.9999999989529912,0.9655149328886748
SPAG16,626,710,41.25472640991211,-0.040436007,-1.8190713821158158,0.9655497297736408,0.9999999989529912,15983,0,2,0.0011427156,15923,15983,0.00017752264,0.00028851908,-0.07050324,Background,-1.8190713821158158,0.9655497297736408,0.9999999989529912,0.9655497297736408
FAM168A,708,244,41.49043655395508,-0.038687315,-1.8191056111728228,0.9655523404123069,0.9999999989529912,15984,0,1,0.0014817358,12402,15984,-0.051818863,-0.054753326,0.039563797,Background,-1.8191056111728228,0.9655523404123069,0.9999999989529912,0.9655523404123069
