gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
GALNT11,695,611,41.683555603027344,-0.0030342473,-0.5329496631838374,0.7029657872655255,0.7335728699549773,16215,0,3,0.001058916434309,7541,16215,-0.0003840060962829,7.755875412840396e-05,0.0002665733918547,-0.003111375728622,5.416952262748964e-05,-0.0098690651357173,Background,-0.5329496631838374,0.7029657872655255,0.7335728699549773,0.7029657872655255
ABCA3,588,1720,40.49213409423828,-0.0030237671,-0.5331495036417212,0.7030349532974554,0.7335998054234238,16216,0,0,0.001,15997,16216,-0.0009119464084506,-5.953013896942139e-05,-0.0008720438927412,-4.823505878448486e-05,-9.362958371639252e-05,-0.0112074706703424,Background,-0.5331495036417212,0.7030349532974554,0.7335998054234238,0.7030349532974554
PRSS33,538,294,41.53245544433594,-0.003019981,-0.5336930804099189,0.7032230513278155,0.733694911049213,16217,0,2,0.0011406534566587,3777,16217,-0.0005307258688844,0.0025550189893692,2.16066837310791e-05,-0.003431795630604,-9.960120951291174e-05,-0.0100694932043552,Background,-0.5336930804099189,0.7032230513278155,0.733694911049213,0.7032230513278155
MYH14,538,2020,41.40382766723633,-0.0030203713,-0.5337711404099189,0.7032500585480278,0.733694911049213,16218,0,1,0.00104470017414,9883,16218,-0.0005362516967579,-1.2923235772177575e-05,0.0003453977406024,-8.400715887546539e-05,-0.001485631102696,-0.0110310753807425,Background,-0.5337711404099189,0.7032500585480278,0.733694911049213,0.7032500585480278
BHLHE41,621,544,41.13539505004883,-0.003030819,-0.5337888237693985,0.703256176485266,0.733694911049213,16219,0,2,0.0011658071533261,3171,16219,0.0015782268019393,-0.0015376950614154,0.000317895784974,-0.0033418589737266,-4.109739893465303e-05,-0.00940812099725,Background,-0.5337888237693985,0.703256176485266,0.733694911049213,0.703256176485266
DOK7,599,669,38.03329849243164,-0.0030351505,-0.5351620940819316,0.703731112299159,0.7341437872454779,16220,0,2,0.0011054293672513,4768,16220,-0.0006251768791116,0.0006573405116796,0.0002130344510078,-0.0032440875656902,-0.0001078527420759,-0.0105905914679169,Background,-0.5351620940819316,0.703731112299159,0.7341437872454779,0.703731112299159
RAMP2,707,192,40.60861587524414,-0.0030470404,-0.535283848265835,0.7037732032922934,0.7341437872454779,16221,0,1,0.0010505691350411,8672,16221,-0.0002974392846226,-0.0001855567097663,0.0004060938954353,-0.0025190820451825,-1.4989625924499704e-05,-0.0095542902126908,Background,-0.535283848265835,0.7037732032922934,0.7341437872454779,0.7037732032922934
NAALAD2,625,782,41.38248062133789,-0.0030395915,-0.5354540349583824,0.7038320330340991,0.7341598958802854,16222,0,1,0.001038903002013,11287,16222,-0.0004006195813417,-0.000686015933752,0.0002897856757044,-0.0035262452438473,-0.0007424456998705,-0.0078534064814448,Background,-0.5354540349583824,0.7038320330340991,0.7341598958802854,0.7038320330340991
KRT6C,134,662,39.74343490600586,-0.004441124,-0.5359328247245272,0.7039975112125869,0.7342670257773959,16223,0,0,0.001,15997,16223,0.0,-0.0030489186756312,0.0,0.0,-0.0035302671603858,0.0,Background,-0.5359328247245272,0.7039975112125869,0.7342670257773959,0.7039975112125869
ADAMTSL5,523,499,37.83168029785156,-0.0030298433,-0.5360917112739609,0.7040524158223915,0.7342670257773959,16224,0,2,0.0010579412572083,7657,16224,-0.0008484842255711,-0.0002675019204616,0.0004458837211132,2.0643696188926697e-05,-0.0003130650147795,-0.0131934154778718,Background,-0.5360917112739609,0.7040524158223915,0.7342670257773959,0.7040524158223915
MRPL22,679,208,41.34910583496094,-0.0030485962,-0.5361278954800621,0.7040649189314018,0.7342670257773959,16225,0,1,0.0010425844882276,10394,16225,-0.0004755962290801,-0.0003798305988311,0.0003246273845434,-9.52351838350296e-05,-0.0003977008163928,-0.0129065588116645,Background,-0.5361278954800621,0.7040649189314018,0.7342670257773959,0.7040649189314018
TBC1D32,644,1305,42.070945739746094,-0.003046201,-0.5363632360337677,0.7041462327068231,0.7343065699267937,16226,0,1,0.001014508069905,15167,16226,-0.0003630137071013,9.38568264245987e-05,-0.0008926633745431,-3.814324736595154e-05,-0.0011603645980358,-0.0101820537820458,Background,-0.5363632360337677,0.7041462327068231,0.7343065699267937,0.7041462327068231
ROCK1,674,1355,44.12359619140625,-0.0030532817,-0.5371636321339502,0.7044227050209115,0.7345496143254356,16227,0,0,0.001,15997,16227,-0.0004252418875694,-0.0003835203824564,-0.0008587229531258,-9.543821215629578e-05,-0.0005138682899996,-0.0101303476840257,Background,-0.5371636321339502,0.7044227050209115,0.7345496143254356,0.7044227050209115
HGH1,675,431,37.610652923583984,-0.0030607649,-0.5386404571584681,0.7049325169575877,0.735035932920837,16228,0,2,0.0011252955398091,4141,16228,-0.0006018448621034,0.0012471135705709,0.0001275008544325,-0.0027470139320939,-8.754895679885522e-05,-0.0109224310144782,Background,-0.5386404571584681,0.7049325169575877,0.735035932920837,0.7049325169575877
MDM2,633,468,41.739051818847656,-0.0030585483,-0.539069363082451,0.7050805028218914,0.7351449373497582,16229,0,1,0.0010447621734232,9869,16229,-0.0003766691952478,0.0003460149455349,-0.0008346982649527,-7.003173232078552e-05,-0.000246765994234,-0.0108094336465001,Background,-0.539069363082451,0.7050805028218914,0.7351449373497582,0.7050805028218914
SCGB1D4,265,88,35.27756118774414,-0.0029851242,-0.5394373430038009,0.7052074400564907,0.7352045676696067,16230,0,1,0.0011868641362453,2195,16230,-0.0036944581661373,-0.0034997740294784,-0.0073150666430592,0.0,0.0170705914497375,0.0,Background,-0.5394373430038009,0.7052074400564907,0.7352045676696067,0.7052074400564907
STUM,656,153,28.358488082885746,-0.003063077,-0.5394870734329645,0.7052245929818206,0.7352045676696067,16231,0,1,0.0010259618065928,14090,16231,-0.0003123544156551,-0.0011491579934954,-0.0009316131472587,0.0001790076494216,-0.0002311319112777,-0.010252927429974,Background,-0.5394870734329645,0.7052245929818206,0.7352045676696067,0.7052245929818206
PCDHA10,419,1020,41.085357666015625,-0.0030310152,-0.5398848299086662,0.7053617698287411,0.7353022737353455,16232,0,0,0.001,15997,16232,-0.0012436924735084,0.0,0.0,-1.605786383152008e-05,-0.0034116371534764,-0.0047329911030828,Background,-0.5398848299086662,0.7053617698287411,0.7353022737353455,0.7053617698287411
SH3BP2,646,608,40.59231948852539,-0.0030661642,-0.5403134963806816,0.7055095738285422,0.7353714333303251,16233,0,0,0.001,15997,16233,-0.0005596210248768,-0.000139670970384,-0.0008386503905057,-2.339482307434082e-06,-0.0001985244452953,-0.0108365472406148,Background,-0.5403134963806816,0.7055095738285422,0.7353714333303251,0.7055095738285422
MYBPC2,597,1177,41.208763122558594,-0.0030607493,-0.5403293269313635,0.7055150315397729,0.7353714333303251,16234,0,0,0.001,15997,16234,-0.0004108538851141,-0.0001367308286717,-0.0009985376382246,-3.0763447284698486e-05,-0.0004271954239811,-0.0107022300362586,Background,-0.5403293269313635,0.7055150315397729,0.7353714333303251,0.7055150315397729
PADI2,649,709,36.10452651977539,-0.0030695705,-0.5409315545914232,0.7057226197514889,0.7355424976171816,16235,0,0,0.001,15997,16235,-0.0006330199539661,-0.0002766872930806,-0.0008405877160839,-6.776489317417145e-05,-0.0004285860050003,-0.010367527604103,Background,-0.5409315545914232,0.7057226197514889,0.7355424976171816,0.7057226197514889
UGT2B7,106,547,46.736572265625,-0.0052988133,-0.5414132442025257,0.7058886097643858,0.735603464537221,16236,0,0,0.001,15997,16236,0.0,0.0,0.0,0.0,0.0,-0.0052988063544034,Background,-0.5414132442025257,0.7058886097643858,0.735603464537221,0.7058886097643858
NPB,601,133,33.044254302978516,-0.0030667167,-0.5414280983993828,0.7058937278257988,0.735603464537221,16237,0,2,0.0011212326904292,4229,16237,0.0,-1.6925699549144108e-16,-0.0022372403182089,1.8794089555740356e-06,0.0018318258225917,-0.0105138784274458,Background,-0.5414280983993828,0.7058937278257988,0.735603464537221,0.7058937278257988
DCDC2C,508,387,41.362579345703125,-0.0030549343,-0.5415548211402976,0.7059373888811711,0.735603464537221,16238,0,3,0.0012268635127468,1560,16238,-0.0010276306420564,0.0029037203639745,0.0003671217709779,0.000107554718852,-0.0009174216538667,-0.0134174870327115,Background,-0.5415548211402976,0.7059373888811711,0.735603464537221,0.7059373888811711
CD160,458,185,41.267181396484375,-0.0030470013,-0.5416059565913741,0.705955006241944,0.735603464537221,16239,0,1,0.0010262619500893,14046,16239,0.0,0.0,0.0,0.0001813899725675,0.0,-0.0104824118316173,Background,-0.5416059565913741,0.705955006241944,0.735603464537221,0.705955006241944
MRTO4,694,246,37.38724899291992,-0.003082898,-0.5426987684126485,0.7063313888293461,0.735950334383089,16240,0,0,0.001,15997,16240,-0.0013325447216629,-7.553022442152724e-06,-0.0017949242610484,-1.085922122001648e-06,-0.0001105787232518,-0.0097403218969702,Background,-0.5426987684126485,0.7063313888293461,0.735950334383089,0.7063313888293461
NAPRT,673,532,40.42034912109375,-0.003082277,-0.5429825512571785,0.7064290918803829,0.7360068138481596,16241,0,1,0.0010378175580434,11564,16241,-0.000234671504586,-0.0009222488151863,0.0002798149362206,-0.0028404928743839,-9.971483814297244e-05,-0.0086379377171397,Background,-0.5429825512571785,0.7064290918803829,0.7360068138481596,0.7064290918803829
C1orf74,560,273,42.31941604614258,-0.0030721114,-0.5435253613911534,0.7066159329994789,0.736156150860989,16242,0,1,0.0010381143427931,11504,16242,-2.335384488105774e-05,-0.0013972325250506,0.0002825278788805,-0.00013810954988,-0.0013972325250506,-0.0099628139287233,Background,-0.5435253613911534,0.7066159329994789,0.736156150860989,0.7066159329994789
BCL11B,608,972,37.50756072998047,-0.0030788695,-0.5436951729886208,0.7066743726716351,0.7361717084268139,16243,0,1,0.001043567390241,10155,16243,-0.0003928886726498,-7.225014269351959e-05,0.0003342069685459,-0.0030095465481281,-2.8211623430252075e-05,-0.009358488023281,Background,-0.5436951729886208,0.7066743726716351,0.7361717084268139,0.7066743726716351
TEDDM1,401,296,42.57124328613281,-0.0030486789,-0.5441703946147518,0.7068378887460667,0.7362916077975123,16244,0,2,0.001242142565919,1416,16244,0.0,-0.0003256406635046,0.0003682896494865,-0.0073548788204789,0.0090478276833891,-0.0106636956334114,Background,-0.5441703946147518,0.7068378887460667,0.7362916077975123,0.7068378887460667
KDM1A,674,907,41.81744384765625,-0.0030888766,-0.5442826121339503,0.7068764948094431,0.7362916077975123,16245,0,3,0.0011717452998149,2987,16245,-0.0001696879044175,0.0006445223698392,0.0007704757153987,-0.0030429814942181,5.5222437367774546e-05,-0.0109620429575443,Background,-0.5442826121339503,0.7068764948094431,0.7362916077975123,0.7068764948094431
CCDC78,629,525,40.93369674682617,-0.003086905,-0.544828299228801,0.7070641932923514,0.7364417834974688,16246,0,1,0.0010242907450988,14292,16246,0.0,-0.0004116962954867,0.0001658927649259,-0.0001080948859453,-0.000368563021766,-0.0124036697670817,Background,-0.544828299228801,0.7070641932923514,0.7364417834974688,0.7070641932923514
CECR2,616,1532,41.20941925048828,-0.0030912952,-0.5459968954882906,0.7074659643850985,0.7368148940333754,16247,0,1,0.001007657054088,15508,16247,-0.0005535092204809,-0.0009242892265319,4.7771260142326355e-05,-0.0001320894807577,-0.0010284250602126,-0.009957461617887,Background,-0.5459968954882906,0.7074659643850985,0.7368148940333754,0.7074659643850985
H2AC14,184,129,39.69641876220703,-0.0035577526,-0.5469402286990592,0.7077901016451298,0.7370533504101292,16248,0,1,0.00115760018333,3383,16248,-0.0009791944175958,0.0044604018330574,-0.001449279487133,0.0,-0.0052805095911026,0.0,Background,-0.5469402286990592,0.7077901016451298,0.7370533504101292,0.7077901016451298
SOX4,628,552,29.03402328491211,-0.0030977083,-0.5470109889281383,0.7078144087190309,0.7370533504101292,16249,0,1,0.001050506113787,8684,16249,-0.0002585360780358,-0.0011178851127624,0.0004054168239235,-0.0028662998229265,-7.073208689689636e-05,-0.0087868925184011,Background,-0.5470109889281383,0.7078144087190309,0.7370533504101292,0.7078144087190309
ONECUT3,494,552,29.068716049194336,-0.003080211,-0.5470435629913526,0.7078255980240293,0.7370533504101292,16250,0,2,0.0011621636086451,3267,16250,-0.0006673369207419,0.0016869484679773,0.0002648383378982,-0.0032357301097363,-0.0001125167909776,-0.0101071735844016,Background,-0.5470435629913526,0.7078255980240293,0.7370533504101292,0.7078255980240293
FTCD,656,563,33.527156829833984,-0.0031107496,-0.5490215934329644,0.7085046844485374,0.737715080029149,16251,0,2,0.0010866649362075,5584,16251,-0.00077501591295,0.0002243109047412,0.0004190532490611,-0.0025562029331922,-4.092790186405182e-05,-0.0099027026444673,Background,-0.5490215934329644,0.7085046844485374,0.737715080029149,0.7085046844485374
MAP7D3,283,1109,43.1801872253418,-0.0030423093,-0.5494958654993092,0.7086673994187227,0.7378391007607806,16252,0,0,0.001,15997,16252,0.0,-0.0031776940450072,0.0,-0.0001688078045845,-0.0033678309991955,-0.0002138651470886,Background,-0.5494958654993092,0.7086673994187227,0.7378391007607806,0.7086673994187227
ADCY5,624,1313,36.55731201171875,-0.0031151837,-0.5505947166508272,0.7090442342679996,0.7381860264596579,16253,0,1,0.0010296570801931,13458,16253,-0.0005762437358498,-0.0015825293958187,0.0002089226618409,-0.0001287478953599,-0.0003092437982559,-0.0109443254768848,Background,-0.5505947166508272,0.7090442342679996,0.7381860264596579,0.7090442342679996
C1orf174,681,275,41.24200439453125,-0.003130353,-0.5524401053206491,0.7096765702286346,0.7387988953389151,16254,0,1,0.0010393574200797,11187,16254,-0.0006036771228536,-0.0001699198037385,0.0002939999103546,-0.0029920095112174,-0.0003925943747162,-0.0092382514849305,Background,-0.5524401053206491,0.7096765702286346,0.7387988953389151,0.7096765702286346
SLC6A2,691,626,30.82233428955078,-0.0031343058,-0.5530374709055217,0.7098811239564069,0.7389444286513924,16255,0,1,0.0010123100606032,15282,16255,-0.000160033814609,7.870465924497694e-05,-0.0020183536689728,-9.863078594207764e-05,-1.2104881534469314e-05,-0.0105829341337084,Background,-0.5530374709055217,0.7098811239564069,0.7389444286513924,0.7098811239564069
RELB,577,620,41.811073303222656,-0.0031225388,-0.553175449611815,0.7099283618999883,0.7389444286513924,16256,0,2,0.0011978023930622,1940,16256,-0.0004128766886424,0.0014571181964129,-0.0035579991526901,0.0,0.0006605981034226,-0.0101335290819406,Background,-0.553175449611815,0.7099283618999883,0.7389444286513924,0.7099283618999883
PRR33,655,626,29.967361450195312,-0.0031316932,-0.5532309961426052,0.7099473776127703,0.7389444286513924,16257,0,1,0.00102102117761,14662,16257,-0.0002854975464288,-2.944841435237322e-05,0.0001409407705068,-0.0031475652940571,-0.0001749917864799,-0.0099411159753799,Background,-0.5532309961426052,0.7099473776127703,0.7389444286513924,0.7099473776127703
METAP1,696,387,43.25162887573242,-0.003137174,-0.5535160788430596,0.7100449631837,0.7390005426270998,16258,0,3,0.0010268503267668,13946,16258,2.3944303393363953e-06,1.3247132301330566e-05,-0.0008120909333229,0.0001647230237722,-0.0001814616844058,-0.0136107094585895,Background,-0.5535160788430596,0.7100449631837,0.7390005426270998,0.7100449631837
SOX8,661,481,37.71834182739258,-0.0031412558,-0.5550201248898655,0.7105595524068247,0.7394906320361573,16259,0,1,0.001027486318167,13852,16259,-0.0004361818137113,-6.145583029137924e-05,0.0001911940053105,-0.0029778217431157,-5.73955439904239e-05,-0.0092371860519051,Background,-0.5550201248898655,0.7105595524068247,0.7394906320361573,0.7105595524068247
ACTR3B,645,418,40.927398681640625,-0.0031434535,-0.5557925215678853,0.710823650766254,0.7397199873687444,16260,0,1,0.0010027612109948,15735,16260,-0.0004748608916997,-0.0002749934792518,-0.0005410874146036,1.6799196600914e-05,-0.0003482345491647,-0.0122360922396183,Background,-0.5557925215678853,0.710823650766254,0.7397199873687444,0.710823650766254
RBP1,143,198,31.938156127929688,-0.004384274,-0.5559645529699316,0.710882456421153,0.7397356893857899,16261,0,2,0.001,15892,16261,-0.0043842829763889,8.24676174356013e-17,0.0,0.0,8.24676174356013e-17,0.0,Background,-0.5559645529699316,0.710882456421153,0.7397356893857899,0.710882456421153
GUSB,588,665,39.98438262939453,-0.003140524,-0.5565008836417212,0.7110657547313267,0.7398809270574824,16262,0,0,0.001,15997,16262,-0.0006907349452376,-0.0004544891417026,-0.0008799713104963,-0.0060685537755489,-0.0003478229045867,-0.0002293083816766,Background,-0.5565008836417212,0.7110657547313267,0.7398809270574824,0.7110657547313267
PXDN,585,1508,41.661529541015625,-0.0031468875,-0.5578468977111831,0.7115255323824314,0.7403138125464627,16263,0,1,0.0010340192850711,12528,16263,-4.2636398575268686e-05,-0.0003149427357129,0.000245951116085,-0.0029794860165566,-0.0004129234584979,-0.0091907819733023,Background,-0.5578468977111831,0.7115255323824314,0.7403138125464627,0.7115255323824314
TNIP1,682,694,40.83869552612305,-0.003162865,-0.5589229948530977,0.7118928623641074,0.7406504626206998,16264,0,1,0.0010317159968419,13040,16264,-0.0010562175884842,-0.0001602136471774,0.0002261605113744,-5.143508315086365e-05,-0.0003222414234187,-0.0127472300082445,Background,-0.5589229948530977,0.7118928623641074,0.7406504626206998,0.7118928623641074
SH3TC1,564,1442,40.7330207824707,-0.00315112,-0.5592228675804414,0.7119951857589563,0.7407113764664801,16265,0,3,0.0011039742083554,4818,16265,-0.000650331377983,0.0005552824586629,0.0002301149070262,2.1442770957946777e-05,-0.00064292922616,-0.0125416833907365,Background,-0.5592228675804414,0.7119951857589563,0.7407113764664801,0.7119951857589563
MRGPRG,553,353,32.15851593017578,-0.003151497,-0.5595875690001084,0.7121196070548322,0.7407952705628191,16266,0,2,0.0010236171184471,14382,16266,4.23587771365419e-05,-6.155855226097628e-05,0.0001083966344594,-0.0034524935763329,-0.0001629749312996,-0.009773020632565,Background,-0.5595875690001084,0.7121196070548322,0.7407952705628191,0.7121196070548322
